VendorNumber,VendorName,Brand,Description,PurchasePrice,actual_price,Volume,total_purchase_qty,total_purchase_dollars,total_sales_dollars,total_sales_price,total_sales_qty,excisetax,freightcost,grossprofit,profitmargin,stockturnover,sales_to_purchase_ratio,unit_purchase_price,order_size,unsold_inventory_value
3960,DIAGEO NORTH AMERICA INC,4260,Capt Morgan Original Barrel,16.66,21.99,1750.0,79078.0,1317439.4799999993,1635666.5799999915,121065.25000000116,79042.0,145234.9499999988,257032.07000000007,318227.0999999922,19.4554992986403,0.9995447532815701,1.2415496915273803,16.65999999999999,Large,-1237761.72
480,BACARDI USA INC,3348,Bombay Sapphire Gin,22.38,29.99,1750.0,57349.0,1283470.6200000187,1766391.119999927,460087.95000000845,56888.0,104524.53999999538,89286.26999999999,482920.49999990826,27.339386760500034,0.9919614988927444,1.37626143713356,22.380000000000326,Large,-1215804.44
480,BACARDI USA INC,3857,Grey Goose Vodka,38.27,49.99,1750.0,33388.0,1277758.759999992,1699669.5499999397,589137.7899999819,32945.0,60533.42999999983,89286.26999999999,421910.78999994765,24.823106938637725,0.9867317599137415,1.3301959675079436,38.26999999999976,Large,-1227417.1500000001
8664,"STOLI GROUP,(USA) LLC",8112,Stolichnaya,19.52,24.99,1750.0,61936.0,1208990.7199999902,1528730.2699999395,392353.54000003194,61323.0,112669.44999999454,18544.489999999998,319739.5499999493,20.915367234794267,0.9901026866442779,1.264468159027682,19.519999999999843,Large,-1135088.96
480,BACARDI USA INC,126,Grey Goose Vodka,20.14,32.99,1000.0,59878.0,1205942.9200000064,1736610.8699999605,294049.4900000126,58013.0,60913.64999999911,89286.26999999999,530667.9499999541,30.557677552713123,0.9688533351147333,1.440044003077651,20.140000000000107,Large,-1108503.82
12546,JIM BEAM BRANDS COMPANY,3512,Pinnacle Vodka,11.76,16.99,1750.0,101480.0,1193404.8000000012,1624366.6199999503,306439.94000002724,98938.0,181782.1299999915,123880.96999999999,430961.8199999491,26.531068460392408,0.9749507292077256,1.3611195631188584,11.760000000000012,Large,-1062030.88
12546,JIM BEAM BRANDS COMPANY,2120,Canadian Club,12.21,16.99,1750.0,97473.0,1190145.3300000017,1554498.3999999487,307670.2000000284,94960.0,174471.92999998992,123880.96999999999,364353.069999947,23.43862624753805,0.9742185015337581,1.3061416625480071,12.210000000000017,Large,-1061988.6
7245,PROXIMO SPIRITS INC.,8159,Jose Cuervo Especial,19.69,25.99,1750.0,59088.0,1163442.7200000202,1549701.8999999338,431497.8100000217,58610.0,107685.02999999365,38994.78000000001,386259.17999991355,24.92474068722056,0.9919103709721094,1.3319967312184537,19.690000000000342,Large,-1094942.9000000001
480,BACARDI USA INC,4243,Bacardi Superior Rum,14.49,19.99,1750.0,76389.0,1106876.6100000022,1657809.5899999586,342678.8500000305,77041.0,141551.60999999472,89286.26999999999,550932.9799999564,33.23258493154031,1.0085352603123487,1.497736581496609,14.490000000000029,Large,-1039935.0900000001
8112,MOET HENNESSY USA INC,6654,Veuve Clicquot Brut Yellow,27.2,39.99,750.0,40380.0,1098336.0000000002,1584665.4099999745,349562.0600000202,38506.0,4316.360000000017,48347.26,486329.4099999743,30.689722065680865,0.9535908865775137,1.4427874621244994,27.200000000000006,Large,-1006983.2
3960,DIAGEO NORTH AMERICA INC,8512,Baileys Irish Cream,14.72,19.99,750.0,72952.0,1073853.4400000097,1456174.7799999462,340626.1300000306,73122.0,57570.69000000166,257032.07000000007,382321.3399999365,26.255182087410596,1.0023302993749315,1.3560274854638759,14.720000000000134,Large,-1003403.8400000001
7245,PROXIMO SPIRITS INC.,3802,Three Olives Vodka,13.43,18.99,1750.0,77066.0,1034996.3799999965,1408627.7799999365,331726.6300000276,74722.0,137288.57999998864,38994.78000000001,373631.39999993995,26.524494639737746,0.9695845119767472,1.3609977843593435,13.429999999999955,Large,-926450.46
11567,CAMPARI AMERICA,3826,Skyy Vodka,15.74,19.99,1750.0,65382.0,1029112.6800000044,1327401.1199999563,352821.7800000331,64388.0,118298.36999999378,20964.809999999998,298288.439999952,22.471612800805968,0.9847970389403812,1.2898501260327981,15.740000000000066,Large,-948085.12
8112,MOET HENNESSY USA INC,42188,Moet & Chandon Nectar Imp Rs,34.01,52.99,750.0,29829.0,1014484.2899999982,1533634.5199999898,132343.66999999995,29498.0,3314.2300000000014,48347.26,519150.2299999916,33.85097448119485,0.9889034161386571,1.5117380674273355,34.00999999999994,Large,-973397.98
17035,PERNOD RICARD USA,3423,Beefeater,21.25,26.99,1750.0,46163.0,980963.75,1177834.3799999545,367508.0100000287,44762.0,82244.1599999975,123780.21999999997,196870.6299999545,16.71462756928203,0.9696510192145225,1.2006910347094422,21.25,Large,-905029.5
8004,SAZERAC CO INC,5138,Fireball Cinnamon Whisky,11.1,13.99,750.0,87954.0,976289.4000000015,1174428.3599999645,257643.31000001315,84289.0,66360.95000000208,50293.62000000002,198138.95999996294,16.871098037854683,0.9583304909384451,1.2029510511944128,11.100000000000017,Large,-847653.9
17035,PERNOD RICARD USA,5734,Malibu Rum,15.82,21.99,1750.0,61639.0,975128.9800000018,1293182.9799999532,315290.18000002264,60102.0,110429.44999999503,123780.21999999997,318053.99999995134,24.594663316707344,0.9750644883920895,1.3261660831779922,15.82000000000003,Large,-889174.64
480,BACARDI USA INC,4227,Bacardi Superior Rum Trav,14.17,17.99,1750.0,68294.0,967725.9800000004,1323223.5299999882,177578.64999999467,75147.0,138074.08999999726,89286.26999999999,355497.5499999877,26.86602391358555,1.100345564764108,1.3673535250133386,14.170000000000007,Large,-996538.99
4425,MARTIGNETTI COMPANIES,3505,Tito's Handmade Vodka,13.76,18.99,750.0,69299.0,953554.2399999946,1355204.9699999576,331321.5900000301,70603.0,55584.910000001415,144929.24,401650.72999996296,29.637637028439727,1.0188170103464695,1.421214350638266,13.759999999999923,Large,-902198.28
1128,BROWN-FORMAN CORP,1232,Jack Daniels No 7 Black,15.93,22.99,750.0,52932.0,843206.7599999984,1255188.9399999473,394500.86000003025,53206.0,41888.06000000115,68601.68000000001,411982.17999994894,32.82232394431122,1.0051764528073754,1.4885897499208258,15.92999999999997,Large,-794639.58
12546,JIM BEAM BRANDS COMPANY,1385,Makers Mark,20.45,26.99,750.0,41048.0,839431.5999999994,1034144.8499999754,396827.650000027,37615.0,29615.599999999602,123880.96999999999,194713.24999997602,18.82843104619055,0.9163662054180471,1.2319584466441056,20.449999999999985,Large,-728178.75
8004,SAZERAC CO INC,5103,Fireball Cinnamon Whisky,17.14,23.99,1750.0,44198.0,757553.720000002,1093841.6699999664,364814.64000002865,43533.0,79984.5799999978,50293.62000000002,336287.94999996445,30.74375014438559,0.984954070319924,1.4439130072517676,17.140000000000043,Large,-701957.62
17035,PERNOD RICARD USA,8000,The Glenlivet 12 Yr Single,53.96,67.99,1750.0,13759.0,742435.6400000008,910688.8999999857,453044.280000005,13210.0,24275.310000000558,123780.21999999997,168253.25999998488,18.475382756942302,0.960098844392761,1.2266233609151422,53.96000000000006,Large,-699052.6
3960,DIAGEO NORTH AMERICA INC,2432,Crown Royal,17.59,22.99,750.0,41893.0,736897.8699999957,967005.9399999785,361149.7900000297,41506.0,32678.12000000001,257032.07000000007,230108.06999998284,23.79593138796934,0.990762179839114,1.312265891065724,17.589999999999897,Large,-688197.54
17035,PERNOD RICARD USA,5365,Kahlua,14.84,18.99,750.0,48583.0,720971.7199999954,932815.8499999892,323296.7600000277,48615.0,38272.730000000425,123780.21999999997,211844.12999999372,22.71017693363553,1.0006586666117778,1.2938314002108087,14.839999999999906,Large,-672863.6
3960,DIAGEO NORTH AMERICA INC,3876,Smirnoff 80 Proof,13.95,19.99,1750.0,50962.0,710919.8999999996,1210481.3399999773,298050.9600000227,64266.0,118078.44999999634,257032.07000000007,499561.4399999777,41.269652285593025,1.2610572583493584,1.7026972236956344,13.949999999999992,Large,-845548.7
1392,CONSTELLATION BRANDS INC,3913,Svedka Vodka,14.28,17.99,1750.0,48481.0,692308.6799999903,875307.9499999925,271014.4300000154,47805.0,87832.82999999731,79528.99,182999.27000000223,20.90684427120807,0.9860563932262123,1.2643319017753827,14.279999999999799,Large,-634174.4
8004,SAZERAC CO INC,3522,Platinum 7X Distilled Vodka,9.62,12.99,1750.0,71899.0,691668.3800000007,914148.4899999921,232302.78000000442,70351.0,129253.3699999928,50293.62000000002,222480.10999999137,24.337414811021926,0.9784697979109584,1.321657193581686,9.62000000000001,Large,-604877.62
1392,CONSTELLATION BRANDS INC,2114,Black Velvet Canadian Whisky,9.41,12.99,1750.0,73227.0,689066.0700000034,948838.5699999824,229797.4300000028,72043.0,132364.7099999921,79528.99,259772.49999997893,27.377944806774007,0.9838311005503435,1.3769921511299745,9.410000000000046,Large,-604697.63
4425,MARTIGNETTI COMPANIES,11219,Josh Cellars Cab Svgn Sonoma,8.44,12.99,750.0,80030.0,675453.1999999968,1095045.0399999903,199092.26999999155,78392.0,8799.819999999869,144929.24,419591.83999999345,38.31731341388453,0.9795326752467824,1.6212004621489622,8.43999999999996,Large,-581598.48
9552,M S WALKER INC,3893,Zhenka 80 Proof,7.93,9.99,1750.0,81447.0,645874.7099999934,816412.7699999983,171058.7699999921,81723.0,150149.62999999084,55551.819999999985,170538.06000000483,20.888705599252837,1.0033887067663634,1.2640420152075726,7.92999999999992,Large,-566616.39
1128,BROWN-FORMAN CORP,811,Jack Daniels No 7 Black,19.84,29.99,1000.0,32554.0,645871.3599999971,937915.3599999887,253234.7000000056,32064.0,33667.200000000084,68601.68000000001,292043.9999999916,31.137564481297662,0.9849480862566812,1.4521705374890643,19.83999999999991,Large,-603595.76
3960,DIAGEO NORTH AMERICA INC,2443,Seagrams VO,13.48,16.99,1750.0,47654.0,642375.9200000041,902489.5399999804,273169.26000001386,47446.0,87173.56999999707,257032.07000000007,260113.61999997625,28.821787784928997,0.9956352037604398,1.4049243004002618,13.480000000000086,Large,-591918.0800000001
660,SAZERAC NORTH AMERICA INC.,2127,Canadian Ltd,7.19,10.49,1750.0,86887.0,624717.5300000054,899110.5499999878,183132.55999999,86195.0,158367.20999999053,17932.329999999994,274393.01999998244,30.51827386520892,0.9920356324881743,1.439227341675493,7.190000000000062,Large,-532855.05
1392,CONSTELLATION BRANDS INC,6682,R M Woodbridge Chard Cal,6.03,8.99,1500.0,101547.0,612328.4099999925,1016328.609999986,161300.34999999419,101339.0,22776.050000000017,79528.99,404000.19999999355,39.75094236498952,0.9979516873959842,1.6597769977715038,6.029999999999926,Large,-509527.17000000004
3960,DIAGEO NORTH AMERICA INC,3798,Ciroc Apple Vodka,19.83,28.99,750.0,30830.0,611358.8999999993,748067.5299999929,157601.6799999979,29647.0,23348.14999999981,257032.07000000007,136708.6299999936,18.274904940733748,0.9616282841388258,1.2236143613841128,19.829999999999977,Large,-557070.0099999999
3960,DIAGEO NORTH AMERICA INC,4262,Capt Morgan Spiced Rum,11.19,13.99,750.0,54552.0,610436.8799999938,862422.8999999992,241540.9300000072,55710.0,43861.64000000078,257032.07000000007,251986.02000000537,29.21838230408835,1.0212274527056753,1.4127961927857438,11.189999999999888,Large,-568842.9
1128,BROWN-FORMAN CORP,2015,Jack Daniels Tennessee Honey,18.1,22.99,750.0,33715.0,610241.5000000027,771010.3099999953,303753.15000001783,32969.0,25959.909999999516,68601.68000000001,160768.8099999926,20.851706898704585,0.9778733501408868,1.2634511254970235,18.10000000000008,Large,-563023.9
12546,JIM BEAM BRANDS COMPANY,1737,Makers Mark,34.3,51.99,1750.0,17537.0,601519.0999999987,823521.1099999882,432234.7800000103,16089.0,29564.920000000828,123880.96999999999,222002.00999998953,26.95765868102552,0.9174317158008781,1.3690689289832858,34.299999999999926,Large,-534315.7
4425,MARTIGNETTI COMPANIES,38370,Oyster Bay Svgn Bl Marlboro,6.59,9.95,750.0,91140.0,600612.5999999965,890334.4099999949,124833.97999999812,90267.0,10138.879999999914,144929.24,289721.8099999984,32.54078543364398,0.9904213298222515,1.4823771762363962,6.589999999999962,Large,-503719.53
6785,PALM BAY INTERNATIONAL INC,6937,Cavit Pinot Grigio,6.75,9.99,1500.0,88752.0,599076.0,945345.0199999907,164272.28999999637,87974.0,19771.26999999991,13605.409999999998,346269.0199999907,36.62885112569738,0.9912340003605552,1.5780051612816917,6.75,Large,-505072.5
8112,MOET HENNESSY USA INC,4689,Hennessy Privilege VSOP,33.33,45.99,750.0,17838.0,594540.5399999999,858571.9499999951,177136.36999999813,18005.0,14178.849999999951,48347.26,264031.40999999514,30.752391805951344,1.009362036102702,1.4440931984217513,33.33,Large,-582268.65
4425,MARTIGNETTI COMPANIES,3040,Tito's Handmade Vodka,16.54,23.99,1000.0,35922.0,594149.8800000013,842326.9899999945,253126.18000000675,34901.0,36646.0499999998,144929.24,248177.10999999323,29.463274114010623,0.9715773063860587,1.4177011867779772,16.540000000000035,Large,-541340.5399999999
17035,PERNOD RICARD USA,3625,Absolut 80 Proof,12.59,16.99,750.0,45969.0,578749.7099999957,785296.9399999944,270297.4200000139,44406.0,34961.130000000565,123780.21999999997,206547.2299999987,26.301799928062902,0.9659988252953077,1.3568852414630157,12.589999999999906,Large,-513102.54000000004
8112,MOET HENNESSY USA INC,7865,Moet & Chandon Imperial,23.97,34.99,750.0,24088.0,577389.3600000031,834892.0999999967,249582.16000000422,23290.0,2606.5300000000534,48347.26,257502.7399999936,30.84263703058091,0.9668714712720027,1.4459776328403284,23.97000000000013,Large,-534173.2999999999
12546,JIM BEAM BRANDS COMPANY,1346,Knob Creek Bourbon,22.55,29.99,750.0,25540.0,575926.9999999987,684455.5599999961,350154.71000002173,22144.0,17438.069999999585,123880.96999999999,108528.55999999738,15.85618794593443,0.8670321064996085,1.188441521234458,22.54999999999995,Large,-473807.2
7239,REMY COINTREAU USA INC,5242,Cointreau Liqueur,22.05,29.99,750.0,25361.0,559210.0500000007,763368.2999999903,351898.2700000225,24770.0,19504.749999999494,16978.669999999995,204158.24999998952,26.744397167133105,0.9766965025038444,1.3650832992003439,22.05000000000003,Large,-520817.5
7239,REMY COINTREAU USA INC,4722,Remy Martin VSOP Cognac,27.77,34.99,750.0,19910.0,552900.7000000002,665392.6299999959,204514.6699999989,18637.0,14677.689999999926,16978.669999999995,112491.92999999574,16.90609798308052,0.9360622802611753,1.2034577456675235,27.77000000000001,Large,-497639.49
4425,MARTIGNETTI COMPANIES,6967,Santa Margherita Pnt Grigio,11.89,19.99,750.0,46257.0,549995.7299999978,923055.2499999928,185950.73999999434,46511.0,5216.399999999919,144929.24,373059.519999995,40.41573026099986,1.0054910608124177,1.678295302401705,11.889999999999953,Large,-506758.79000000004
8664,"STOLI GROUP,(USA) LLC",3630,Stolichnaya Razberi,19.83,24.99,1750.0,27479.0,544908.5700000019,700960.7799999951,298569.6100000159,27622.0,50751.81000000085,18544.489999999998,156052.2099999932,22.2626164619359,1.0052039739437388,1.2863823742026899,19.83000000000007,Large,-520265.26
1128,BROWN-FORMAN CORP,2760,Jack Daniels Tennessee Honey,28.02,38.99,1750.0,19219.0,538516.3799999987,701171.4999999943,345701.2000000169,18250.0,33536.430000000946,68601.68000000001,162655.11999999557,23.197622835497008,0.9495811436599199,1.302043031634425,28.019999999999932,Large,-492146.0
3960,DIAGEO NORTH AMERICA INC,8178,Bulleit Bourbon,18.51,25.99,750.0,28421.0,526072.7099999983,724379.9599999989,301943.56000001624,27204.0,21421.639999999446,257032.07000000007,198307.25000000058,27.3761369654678,0.9571795503325006,1.3769578733707766,18.50999999999994,Large,-475125.04000000004
3089,SIDNEY FRANK IMPORTING CO,5445,Jagermeister Liqueur,11.76,15.99,750.0,44330.0,521320.7999999975,661672.670000001,253884.3400000109,41133.0,32383.340000000244,8549.550000000001,140351.8700000035,21.21167706684988,0.9278817956237311,1.269223614327309,11.759999999999943,Large,-439394.08
3252,E & J GALLO WINERY,14006,Apothic Winemakers Red Blend,5.44,9.99,750.0,94779.0,515597.7599999978,812899.3800000029,143899.92999999374,91600.0,10283.259999999813,61966.909999999996,297301.6200000051,36.57299135841438,0.9664588147163401,1.5766154220685644,5.439999999999976,Large,-403525.00000000006
3664,WILLIAM GRANT & SONS INC,3238,Hendrick's Gin,22.83,29.99,750.0,22352.0,510296.1600000011,632474.5299999955,294114.64000001224,20847.0,16416.799999999726,30234.42000000001,122178.36999999441,19.317516232629206,0.9326682176091625,1.2394263950565376,22.830000000000048,Large,-453585.00999999995
12546,JIM BEAM BRANDS COMPANY,3980,Hornitos Reposado Tequila,31.99,39.99,1750.0,15805.0,505601.95000000333,565522.1899999955,323365.6200000151,15381.0,28264.510000000835,123880.96999999999,59920.23999999219,10.595559477514518,0.9731730465042708,1.118512675831238,31.99000000000021,Large,-476233.19
7245,PROXIMO SPIRITS INC.,3776,Jose Cuervo Especial Silver,18.56,25.99,1750.0,26795.0,497315.1999999964,684036.0399999944,295186.9100000144,25596.0,47031.430000001055,38994.78000000001,186720.83999999805,27.29693014420696,0.9552528456801642,1.3754577378692616,18.559999999999867,Large,-448266.75999999995
3960,DIAGEO NORTH AMERICA INC,3746,Gordons Vodka 80 Proof,8.52,12.99,1750.0,58309.0,496792.6799999989,724360.550000003,188936.7399999907,57845.0,106278.67999999452,257032.07000000007,227567.87000000407,31.416380972155807,0.9920423948275566,1.4580741205768262,8.51999999999998,Large,-434530.39999999997
17035,PERNOD RICARD USA,3728,Absolut Citron,18.93,24.99,1750.0,25959.0,491403.8699999952,658689.7799999976,288436.2300000139,26222.0,48180.15000000099,123780.21999999997,167285.91000000236,25.396767200487453,1.0101313609923341,1.340424486278474,18.929999999999815,Large,-470423.46
3924,HEAVEN HILL DISTILLERIES,3243,Burnetts Vodka,8.26,10.49,1750.0,57575.0,475569.49999999587,648535.3300000037,182200.22999999192,57067.0,104847.71999999468,14069.869999999995,172965.83000000782,26.67022473548308,0.9911767260095528,1.3637025292833316,8.259999999999929,Large,-413798.42
3089,SIDNEY FRANK IMPORTING CO,5440,Jagermeister Liqueur,25.92,34.99,1750.0,18298.0,474284.15999999933,621256.1799999967,318571.82000001584,18082.0,33226.630000000965,8549.550000000001,146972.01999999734,23.657232673322966,0.9881954311946661,1.3098817805764325,25.919999999999963,Large,-450387.44
480,BACARDI USA INC,4245,Bacardi Superior Rum,7.93,11.99,750.0,58816.0,466410.88000000163,643474.7999999984,167950.56999999363,58320.0,45919.420000001366,89286.26999999999,177063.91999999678,27.51683826623781,0.9915669205658324,1.3796307667608358,7.930000000000028,Large,-403661.6
9165,ULTRA BEVERAGE COMPANY LLP,36378,MezzaCorona Pnt Grigio,6.83,9.97,1500.0,68084.0,465013.72000000224,695816.4100000067,155747.36999999444,67195.0,15097.469999999696,68054.70000000003,230802.69000000443,33.170055589807404,0.9869426003172551,1.496335226410101,6.830000000000033,Large,-390857.85
3664,WILLIAM GRANT & SONS INC,4198,Sailor Jerry Spiced Navy Rum,17.51,24.99,1750.0,25998.0,455224.97999999754,575754.9200000006,288223.9800000137,23008.0,42276.16000000135,30234.42000000001,120529.94000000309,20.934244035639843,0.8849911531656282,1.2647700484274913,17.509999999999906,Large,-376872.08
10000,MAJESTIC FINE WINES,24325,La Crema Chard Sonoma Cst,10.88,15.99,750.0,41274.0,449061.11999999813,658288.130000002,155090.7299999971,39387.0,4415.599999999976,17587.59,209227.01000000385,31.78350033442092,0.9542811455153365,1.465921008703681,10.879999999999955,Large,-387256.56000000006
17035,PERNOD RICARD USA,5735,Malibu Rum,9.29,11.99,750.0,48121.0,447044.09000000067,598769.4299999992,181685.18999999226,46557.0,36656.77000000102,123780.21999999997,151725.33999999857,25.339526769093535,0.9674985972860082,1.33939681430527,9.290000000000013,Large,-384393.52999999997
8112,MOET HENNESSY USA INC,5342,Grand Marnier,19.85,28.99,750.0,22234.0,441344.90000000014,687309.7699999964,335050.78000001935,22623.0,17815.44999999961,48347.26,245964.86999999627,35.78661045368198,1.0174957272645497,1.5573076068172447,19.850000000000005,Large,-426832.55000000005
2555,DISARONNO INTERNATIONAL LLC,5311,Amaretto DiSaronno,23.7,31.99,1750.0,18409.0,436293.29999999923,667168.2399999975,306347.94000001234,18376.0,33767.50000000086,5861.030000000001,230874.9399999983,34.60520542764433,0.9982073985550546,1.5291737003524892,23.699999999999957,Large,-417102.2
1392,CONSTELLATION BRANDS INC,19748,Clos du Bois Chard,9.2,13.99,1500.0,47153.0,433807.59999999986,701955.5899999987,166739.15999999686,46069.0,10347.029999999595,79528.99,268147.9899999988,38.20013599435818,0.977011006722796,1.618126538124272,9.199999999999998,Large,-376681.8
8112,MOET HENNESSY USA INC,3668,Belvedere Polish Vodka,34.12,42.99,1750.0,12713.0,433767.56000000157,536414.820000001,282790.9500000073,12218.0,22452.64000000051,48347.26,102647.25999999943,19.135798671632383,0.9610634783292693,1.2366411632995309,34.120000000000125,Large,-404165.16
2561,EDRINGTON AMERICAS,2520,The Macallan 12 Yr Old,42.21,62.99,750.0,10227.0,431681.67000000004,572039.8699999992,344176.9800000114,9713.0,7651.829999999922,9654.500000000002,140358.19999999914,24.536436594882684,0.949740881979075,1.325142830363863,42.21,Large,-399758.73
3960,DIAGEO NORTH AMERICA INC,8202,Sambuca Romana,13.33,17.99,750.0,32375.0,431558.75000000163,606781.8400000008,219853.8599999997,31816.0,25052.699999999408,257032.07000000007,175223.08999999915,28.877444651276797,0.9827335907335907,1.4060237221467493,13.33000000000005,Large,-391732.28
3960,DIAGEO NORTH AMERICA INC,3276,Gordons London Dry,9.62,14.99,1750.0,44631.0,429350.2200000038,643753.6599999993,185732.18999999246,44434.0,81641.20999999825,257032.07000000007,214403.43999999552,33.305199383254106,0.9955860276489436,1.4993672531482425,9.620000000000086,Large,-382824.07999999996
